state,city,popular_destination,latitude,longitude,interest,google_rating,price_fare,place_category,estimated_visits,popularity_score,best_season_to_visit,crowd_level,synthetic_review,sentiment_score,experience_score,item_id
Uttarakhand,Nainital,Nainital zoo,29.3807621,79.4686432,Natural Landscapes & Wildlife,4.3,50,Wildlife,4317,2.626788379,November to April,Medium,Nainital zoo is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.592024343,107
Tamil Nadu,Chennai,Arignar Anna Zoological park,12.8797685,80.2504447,Natural Landscapes & Wildlife,4.3,50,Wildlife,4304,2.626647483,November to April,Medium,Arignar Anna Zoological park is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.591996163,108
Assam,Kaziranga,Kaziranga National Park,26.6445044,93.3524858,Natural Landscapes & Wildlife,4.3,900,Wildlife,4259,2.626159765,November to April,Medium,Kaziranga National Park is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.59189862,109
Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,11.9844552,92.9508454,Natural Landscapes & Wildlife,4.2,0,Wildlife,23861,2.778609571,November to April,High,Radhanagar Beach is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.572388581,110
Sikkim,Gangtok,Tsongmo lake,27.3741667,88.7619444,Natural Landscapes & Wildlife,4.2,0,Wildlife,23828,2.778251912,November to April,High,Tsongmo lake  is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.572317049,111
Uttarakhand,Uttarkashi,Harsil,31.0383069,78.7377016,Natural Landscapes & Wildlife,4.2,0,Wildlife,23828,2.778251912,November to April,High,Harsil is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.572317049,112
Karnataka,Chikmanglur,Kallathigiri Falls,13.4161397,75.2512712,Natural Landscapes & Wildlife,4.2,0,Wildlife,23788,2.777818385,November to April,High,Kallathigiri Falls is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.572230344,113
Odisha,Konark,Chandrabhaga beach,19.8920686,86.0945364,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.2,0,Wildlife,23757,2.777482402,November to April,High,Chandrabhaga beach is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.572163147,114
Odisha,Konark,Ramchandi beach and water sports,19.8920686,86.091184,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.2,0,Wildlife,23599,2.775769971,November to April,High,Ramchandi beach and water sports is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.571820661,115
Ladakh,Leh,Magnetic hill,46.134658,-64.888516,Natural Landscapes & Wildlife,4.2,0,Wildlife,23587,2.775639913,November to April,High,Magnetic hill is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.571794649,116
Maharastra,Alibaug,Alibaug Beach,18.6391422,72.8720214,Natural Landscapes & Wildlife,4.2,0,Wildlife,23563,2.775379797,November to April,High,Alibaug Beach is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.571742626,117
Goa,Goa,Miramar Beach,15.2805316,73.9119945,Natural Landscapes & Wildlife,4.2,0,Wildlife,23444,2.774090054,November to April,High,Miramar Beach is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.571484678,118
Assam,Guwahati,Manas National Park,26.8101743,91.2394832,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.2,0,Wildlife,23402,2.773634851,November to April,High,Manas National Park is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.571393637,119
West Bengal,Sundarbans,Hiron point,21.8162132,89.4626047,Natural Landscapes & Wildlife,4.2,0,Wildlife,23299,2.77251852,November to April,High,Hiron point is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.571170371,120
Odisha,Balasore,Chandipur Beach,21.4518786,86.7301665,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.2,0,Wildlife,23277,2.77228008,November to April,High,Chandipur Beach is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.571122683,121
Tamil Nadu,Rameswaram,Water bird Sanctuary,9.2881317,79.3306887,Natural Landscapes & Wildlife,4.2,0,Wildlife,23256,2.772052478,November to April,High,Water bird Sanctuary is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.571077162,122
Puducherry,Puducherry,Pondicherry botanical garden,11.9302138,79.8224206,Natural Landscapes & Wildlife,4.2,0,Wildlife,23251,2.771998288,November to April,High,Pondicherry botanical garden is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.571066324,123
Madhya Pradesh,Jabalpur,Rani Durgavati fort,23.1483266,79.9016574,Natural Landscapes & Wildlife,4.2,0,Wildlife,23182,2.771250454,November to April,High,Rani Durgavati fort is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.570916757,124
Andhra Pradesh,Kurnool,Oravakallu rock garden,15.6928965,78.1521842,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.2,0,Wildlife,23163,2.771044529,November to April,High,Oravakallu rock garden is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.570875572,125
Uttarakhand,Nainital,Naini Lake,29.3868622,79.459841,Natural Landscapes & Wildlife,4.2,0,Wildlife,23011,2.769397127,November to April,High,Naini Lake is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.570546092,126
Uttarakhand,Nainital,Pangot and Kilbury bird sanctuary,29.4183001,79.4465006,Natural Landscapes & Wildlife,4.2,0,Wildlife,22986,2.769126173,November to April,High,Pangot and Kilbury bird sanctuary is a popular wildlife place offering a pleasant and enjoyable visit.,0.611111111,3.570491901,127
Jammu and Kashmir,Srinagar,Pari mahal,34.0811939,74.877152,Natural Landscapes & Wildlife,4.8,40,Wildlife,5267,2.937084641,November to April,Medium,Pari mahal is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.567416928,128
Andaman and Nicobar Islands,Port Blair,Mount Harriet National park,11.7201967,92.7334546,Natural Landscapes & Wildlife,4.8,400,Wildlife,4983,2.9340066,November to April,Medium,Mount Harriet National park is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.56680132,129
Odisha,Sambalpur,Debrigarh Wildlife Sanctuary,21.4668716,83.8704949,Natural Landscapes & Wildlife,4.8,40,Wildlife,4962,2.933778999,November to April,Medium,Debrigarh Wildlife Sanctuary is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.5667558,130
Jharkhand,Ranchi,Rock garden,23.4038472,85.3129755,Natural Landscapes & Wildlife,4.8,50,Wildlife,4798,2.932001539,November to April,Medium,Rock garden is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.566400308,131
Tamil Nadu,Kanyakumari,Ooty Lake,8.0793037,77.4385005,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,0,Wildlife,26484,3.107038091,November to April,High,Ooty Lake is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.551407618,132
Haryana,Gurugram,Aravalli biodiversity park,29.0587757,76.085601,Natural Landscapes & Wildlife,4.7,0,Wildlife,26430,3.10645283,November to April,High,Aravalli biodiversity park is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.551290566,133
Jammu and Kashmir,Srinagar,Indira Gandhi Memorial Tulip Garden,34.0960382,74.8784422,Natural Landscapes & Wildlife,4.7,0,Wildlife,26394,3.106062655,November to April,High,Indira Gandhi Memorial Tulip Garden is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.551212531,134
Andhra Pradesh,Visakhapatnam,Borra Caves,18.2806929,83.0396992,"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",4.7,0,Wildlife,26384,3.105954274,November to April,High,Borra Caves is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.551190855,135
West Bengal,Darjeeling,"Singalila National Park(camping, bird watching)",27.0371351,88.0762233,Natural Landscapes & Wildlife,4.7,0,Wildlife,26361,3.105704996,November to April,High,"Singalila National Park(camping, bird watching) is a highly recommended wildlife destination with an excellent overall experience.",0.386666667,3.551140999,136
Tamil Nadu,Coimbatore,Anamalai Wildlife Sanctuary,11.0347344,76.9779209,Natural Landscapes & Wildlife,4.7,0,Wildlife,26348,3.1055641,November to April,High,Anamalai Wildlife Sanctuary is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.55111282,137
West Bengal,Darjeeling,Lamhatta Eco Park,27.0548913,88.3526049,Natural Landscapes & Wildlife,4.7,0,Wildlife,26296,3.105000515,November to April,High,Lamhatta Eco Park is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.551000103,138
Jammu and Kashmir,Srinagar,Manasabal Lake,34.2471776,74.6707823,Natural Landscapes & Wildlife,4.7,0,Wildlife,26287,3.104902971,November to April,High,Manasabal Lake is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.550980594,139
Andaman and Nicobar Islands,Port Blair,Mahatma Gandhi National Park,11.58709,92.6155601,Natural Landscapes & Wildlife,4.7,0,Wildlife,26210,3.104068432,November to April,High,Mahatma Gandhi National Park is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.550813686,140
Himachal Pradesh,Kullu,Tirthan valley,31.6263301,77.4221267,Natural Landscapes & Wildlife,4.7,0,Wildlife,26141,3.103320598,November to April,High,Tirthan valley is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.55066412,141
Tamil Nadu,Rameswaram,Sea world aquarium,9.9195045,78.1212534,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,0,Wildlife,26136,3.103266408,November to April,High,Sea world aquarium is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.550653282,142
Uttar Pradesh,Vrindavan,Nidhivan,27.5842125,77.6979595,Natural Landscapes & Wildlife,4.7,0,Wildlife,26129,3.10319054,November to April,High,Nidhivan is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.550638108,143
Odisha,Sambalpur,Gudguda waterfall,21.4668716,83.9192152,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.7,0,Wildlife,26077,3.102626956,November to April,High,Gudguda waterfall is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.550525391,144
Tamil Nadu,Kodaikanal,Berijam lake,10.2310165,77.4785336,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,0,Wildlife,26044,3.102269296,November to April,High,Berijam lake is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.550453859,145
Tamil Nadu,Chennai,Pulicat lake,13.0826802,79.84384101,Natural Landscapes & Wildlife,4.7,0,Wildlife,26027,3.102085047,November to April,High,Pulicat lake is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.550417009,146
Uttar Pradesh,Kanpur,Allen Forest Zoo,26.5028694,80.3031232,Natural Landscapes & Wildlife,4.7,0,Wildlife,26018,3.101987504,November to April,High,Allen Forest Zoo is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.550397501,147
Bihar,Bodh Gaya,Muchalinda lake,24.6806441,84.9926622,Natural Landscapes & Wildlife,4.7,0,Wildlife,25914,3.100860334,November to April,High,Muchalinda lake is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.550172067,148
Assam,Kaziranga,Orchid national park,26.2006043,92.9375739,Natural Landscapes & Wildlife,4.7,0,Wildlife,25804,3.099668135,November to April,High,Orchid national park is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.549933627,149
Rajasthan,Udaipur,Lake Pichola,26.9240458,75.8267144,Natural Landscapes & Wildlife,4.7,0,Wildlife,25799,3.099613944,November to April,High,Lake Pichola is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.549922789,150
Karnataka,Mysore,Chamundi Betta,12.2725036,76.6707154,Natural Landscapes & Wildlife,4.7,0,Wildlife,25747,3.09905036,November to April,High,Chamundi Betta is a highly recommended wildlife destination with an excellent overall experience.,0.386666667,3.549810072,151
Tamil Nadu,Chennai,Queensland amusement park,13.0300355,80.240321,"Adventure & Outdoor Activities, Sightseeing & Exploration",5.0,550,Urban,5692,3.061690863,October to March,Medium,Queensland amusement park is a highly recommended urban destination with an excellent overall experience.,0.29,3.547338173,152
West Bengal,Darjeeling,Darjeeling Ropeway,27.0614867,88.2537138,"Adventure & Outdoor Activities,Sightseeing & Exploration",5.0,175,Urban,5399,3.058515279,October to March,Medium,Darjeeling Ropeway  is a highly recommended urban destination with an excellent overall experience.,0.29,3.546703056,153
Madhya Pradesh,Khajuraho,Kamasutra temples,24.512485,79.567993,Cultural & Heritage Sites,5.0,40,Urban,5123,3.055523944,October to March,Medium,Kamasutra temples is a highly recommended urban destination with an excellent overall experience.,0.29,3.546104789,154
Himachal Pradesh,Kullu,Great Himalayan National Park,31.7985414,77.5160134,Natural Landscapes & Wildlife,4.5,50,Wildlife,5199,2.756347645,November to April,Medium,Great Himalayan National Park is a highly recommended wildlife destination with an excellent overall experience.,0.49,3.536269529,155
Punjab,Amritsar,Golden Temple (Harmandir Sahib),31.6256935,74.8790091,Religious & Spiritual Pilgrimages,4.9,0,Religious,27625,3.239404443,October to March,High,Golden Temple (Harmandir Sahib) is a highly recommended religious destination with an excellent overall experience.,0.292,3.535880889,156
Odisha,Keonjhar,Sitabinji Fresco painting and rock inscription,21.5024021,85.8221225,Cultural & Heritage Sites,4.9,0,Urban,27622,3.239371928,October to March,High,Sitabinji Fresco painting and rock inscription is a highly recommended urban destination with an excellent overall experience.,0.29,3.532874386,157
Jharkhand,Ranchi,State museum Hotwar,23.3835366,85.3854678,Cultural & Heritage Sites,4.9,0,Urban,27603,3.239166003,October to March,High,State museum Hotwar is a highly recommended urban destination with an excellent overall experience.,0.29,3.532833201,158
Meghalaya,Cherrapunji,Thangkharang park,25.2167071,91.7240776,Sightseeing & Exploration,4.9,0,Urban,27527,3.238342302,October to March,High,Thangkharang park is a highly recommended urban destination with an excellent overall experience.,0.29,3.53266846,159
Uttarakhand,Rishikesh,Kunjapuri Devi Temple and camps,30.1142698,78.4320327,Religious & Spiritual Pilgrimages,4.9,0,Religious,27462,3.237637821,October to March,High,Kunjapuri Devi Temple and camps is a highly recommended religious destination with an excellent overall experience.,0.29,3.532527564,160
Maharashtra,Alibaug,Water Sports in Alibaug,18.6583989,72.8773346,Adventure & Outdoor Activities,4.9,0,Urban,27460,3.237616145,October to March,High,Water Sports in Alibaug is a highly recommended urban destination with an excellent overall experience.,0.29,3.532523229,161
Assam,Guwahati,Kamakhya Temple,26.1664108,91.7055031,Religious & Spiritual Pilgrimages,4.9,0,Religious,27367,3.236608195,October to March,High,Kamakhya Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.532321639,162
